miRNA,SRR1273998,SRR1273999,SRR1274000,SRR1274001
Hsa-Mir-26-P3_3p*,7.0,6.0,4.0,2.0
Hsa-Mir-26-P3_3p* chr3 segs:1-30 cds:+:37969450-37969479,0.0,0.0,0.0,0.0
Hsa-Mir-26-P3_5p,30243.0,18399.0,39294.0,10313.0
Hsa-Mir-26-P3_5p chr3 segs:1-30 cds:+:37969411-37969440,0.0,0.0,0.0,0.0
Hsa-Mir-27-P1_3p chr19 segs:1-29 cds:-:13836441-13836469,0.0,0.0,0.0,0.0
Hsa-Mir-27-P1_3p/P2_3p,242126.0,246849.0,133194.0,148753.0
Hsa-Mir-27-P1_5p*,106.0,39.0,18.0,14.0
Hsa-Mir-27-P1_5p* chr19 segs:1-30 cds:-:13836481-13836510,0.0,0.0,0.0,0.0
Hsa-Mir-27-P2_3p chr9 segs:1-29 cds:+:95085503-95085531,0.0,0.0,0.0,0.0
Hsa-Mir-27-P2_5p*,222.0,236.0,111.0,153.0
Hsa-Mir-27-P2_5p* chr9 segs:1-31 cds:+:95085461-95085491,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_3p,15060.0,9595.0,10948.0,6310.0
Hsa-Mir-28-P1_3p chr3 segs:1-30 cds:+:188688832-188688861,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_3p.SNPA chr3 segs:1-30 cds:+:188688832-188688861,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_3p.SNPC chr3 segs:1-30 cds:+:188688832-188688861,0.0,0.0,0.0,0.0
Hsa-Mir-28-P1_5p*,3393.0,3113.0,1823.0,1669.0
Hsa-Mir-28-P1_5p* chr3 segs:1-30 cds:+:188688792-188688821,0.0,0.0,0.0,0.0
Hsa-Mir-28-P2_3p,14133.0,14281.0,12742.0,8548.0
Hsa-Mir-28-P2_3p chr8 segs:1-30 cds:-:140732580-140732609,0.0,0.0,0.0,0.0
Hsa-Mir-28-P2_5p,7631.0,12433.0,5149.0,6723.0
Hsa-Mir-28-P2_5p chr8 segs:1-30 cds:-:140732616-140732645,0.0,0.0,0.0,0.0
Hsa-Mir-28-P3_3p*,7.0,15.0,9.0,4.0
Hsa-Mir-28-P3_3p* chr11 segs:1-31 cds:-:79402025-79402055,0.0,0.0,0.0,0.0
Hsa-Mir-28-P3_5p,8.0,8.0,16.0,5.0
Hsa-Mir-28-P3_5p chr11 segs:1-31 cds:-:79402071-79402101,0.0,0.0,0.0,0.0
Hsa-Mir-29-P1a_3p,8634.0,7137.0,5531.0,4008.0
Hsa-Mir-29-P1a_3p chr7 segs:1-30 cds:-:130876742-130876771,0.0,0.0,0.0,0.0
Hsa-Mir-29-P1a_5p*,67.0,28.0,19.0,16.0
Hsa-Mir-29-P1a_5p* chr7 segs:1-31 cds:-:130876779-130876809,0.0,0.0,0.0,0.0
Hsa-Mir-29-P1b_3p,2982.0,2618.0,1717.0,1340.0
Hsa-Mir-29-P1b_3p chr1 segs:1-30 cds:-:207801859-207801888,0.0,0.0,0.0,0.0
Hsa-Mir-29-P1b_5p*,185.0,116.0,133.0,72.0
Hsa-Mir-29-P1b_5p* chr1 segs:1-31 cds:-:207801894-207801924,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2a_3p chr7 segs:1-31 cds:-:130877461-130877491,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2a_3p/P2b_3p,994.0,670.0,538.0,422.0
Hsa-Mir-29-P2a_5p*,8.0,3.0,12.0,7.0
Hsa-Mir-29-P2a_5p* chr7 segs:1-32 cds:-:130877501-130877532,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2b-v1_3p chr1 segs:1-31 cds:-:207802444-207802474,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2b-v1_5p* chr1 segs:1-31 cds:-:207802485-207802515,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2b-v2_3p chr1 segs:1-31 cds:-:207802445-207802475,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2b-v2_5p* chr1 segs:1-31 cds:-:207802484-207802514,0.0,0.0,0.0,0.0
Hsa-Mir-29-P2b_5p*,21.0,12.0,9.0,8.0
Hsa-Mir-296_3p*,3.0,4.0,0.0,0.0
Hsa-Mir-296_3p* chr20 segs:1-29 cds:-:58817620-58817648,0.0,0.0,0.0,0.0
Hsa-Mir-296_5p,5.0,4.0,4.0,0.0
Hsa-Mir-296_5p chr20 segs:1-29 cds:-:58817655-58817683,0.0,0.0,0.0,0.0
Hsa-Mir-296_5p.SNPA chr20 segs:1-29 cds:-:58817655-58817683,0.0,0.0,0.0,0.0
Hsa-Mir-296_5p.SNPC chr20 segs:1-29 cds:-:58817655-58817683,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1a_3p*,2235.0,1993.0,1926.0,1310.0
Hsa-Mir-30-P1a_3p* chr6 segs:1-30 cds:-:71403548-71403577,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1a_5p,90406.0,70508.0,67756.0,47897.0
Hsa-Mir-30-P1a_5p chr6 segs:1-32 cds:-:71403587-71403618,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1b_3p*,5754.0,4992.0,4693.0,3206.0
Hsa-Mir-30-P1b_3p* chr1 segs:1-30 cds:+:40754411-40754440,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1b_5p,66243.0,53206.0,38586.0,28699.0
Hsa-Mir-30-P1b_5p chr1 segs:1-32 cds:+:40754369-40754400,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1c_3p*,589.0,456.0,282.0,340.0
Hsa-Mir-30-P1c_3p* chr8 segs:1-30 cds:-:134804873-134804902,0.0,0.0,0.0,0.0
Hsa-Mir-30-P1c_5p,83100.0,54891.0,37206.0,29675.0
Hsa-Mir-30-P1c_5p chr8 segs:1-32 cds:-:134804911-134804942,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2a_3p*,187.0,112.0,96.0,57.0
Hsa-Mir-30-P2a_3p* chr6 segs:1-30 cds:-:71376958-71376987,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2a_5p chr6 segs:1-32 cds:-:71376996-71377027,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2a_5p/P2b_5p/P2c_5p,34329.0,19895.0,12446.0,9283.0
Hsa-Mir-30-P2b_3p*,160.0,186.0,84.0,114.0
Hsa-Mir-30-P2b_3p* chr1 segs:1-30 cds:+:40757337-40757366,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2b_5p chr1 segs:1-32 cds:+:40757298-40757329,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2c_3p*,70.0,48.0,31.0,28.0
Hsa-Mir-30-P2c_3p* chr8 segs:1-30 cds:-:134800526-134800555,0.0,0.0,0.0,0.0
Hsa-Mir-30-P2c_5p chr8 segs:1-30 cds:-:134800564-134800593,0.0,0.0,0.0,0.0
Hsa-Mir-3059_3p* chr12 segs:1-30 cds:-:86745073-86745102,0.0,0.0,0.0,0.0
Hsa-Mir-3059_5p,0.0,0.0,0.0,0.0
Hsa-Mir-3059_5p chr12 segs:1-30 cds:-:86745109-86745138,0.0,0.0,0.0,0.0
Hsa-Mir-3085_3p chr10 segs:1-29 cds:-:97875818-97875846,0.0,0.0,0.0,0.0
Hsa-Mir-3085_5p* chr10 segs:1-33 cds:-:97875854-97875886,0.0,0.0,0.0,0.0
Hsa-Mir-3126_3p* chr2 segs:1-30 cds:+:69103725-69103754,0.0,0.0,0.0,0.0
Hsa-Mir-3126_5p,0.0,0.0,0.0,0.0
Hsa-Mir-3126_5p chr2 segs:1-30 cds:+:69103689-69103718,0.0,0.0,0.0,0.0
Hsa-Mir-3126_5p.SNPA chr2 segs:1-30 cds:+:69103689-69103718,0.0,0.0,0.0,0.0
Hsa-Mir-3126_5p.SNPB chr2 segs:1-30 cds:+:69103689-69103718,0.0,0.0,0.0,0.0
Hsa-Mir-3126_5p.SNPC chr2 segs:1-30 cds:+:69103689-69103718,0.0,0.0,0.0,0.0
Hsa-Mir-3127_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-3127_3p* chr2 segs:1-30 cds:+:96798322-96798351,0.0,0.0,0.0,0.0
Hsa-Mir-3127_5p,0.0,0.0,0.0,0.0
Hsa-Mir-3127_5p chr2 segs:1-31 cds:+:96798286-96798316,0.0,0.0,0.0,0.0
Hsa-Mir-3136_3p* chr3 segs:1-31 cds:-:69048959-69048989,0.0,0.0,0.0,0.0
Hsa-Mir-3136_5p,2.0,3.0,0.0,0.0
Hsa-Mir-3136_5p chr3 segs:1-31 cds:-:69048998-69049028,0.0,0.0,0.0,0.0
Hsa-Mir-3138_3p chr4 segs:1-29 cds:-:10078614-10078642,0.0,0.0,0.0,0.0
Hsa-Mir-3138_5p* chr4 segs:1-29 cds:-:10078655-10078683,0.0,0.0,0.0,0.0
Hsa-Mir-3140_3p,0.0,0.0,0.0,0.0
Hsa-Mir-3140_3p chr4 segs:1-29 cds:-:152489331-152489359,0.0,0.0,0.0,0.0
Hsa-Mir-3140_5p* chr4 segs:1-29 cds:-:152489379-152489407,0.0,0.0,0.0,0.0
Hsa-Mir-3144-v1_3p* chr6 segs:1-29 cds:+:120015225-120015253,0.0,0.0,0.0,0.0
Hsa-Mir-3144-v1_5p chr6 segs:1-30 cds:+:120015188-120015217,0.0,0.0,0.0,0.0
Hsa-Mir-3144-v2_3p* chr6 segs:1-29 cds:+:120015225-120015253,0.0,0.0,0.0,0.0
Hsa-Mir-3144-v2_3p*.SNPA chr6 segs:1-29 cds:+:120015225-120015253,0.0,0.0,0.0,0.0
Hsa-Mir-3144-v2_3p*.SNPC chr6 segs:1-29 cds:+:120015225-120015253,0.0,0.0,0.0,0.0
Hsa-Mir-3144-v2_5p chr6 segs:1-29 cds:+:120015189-120015217,0.0,0.0,0.0,0.0
Hsa-Mir-3144_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-3144_5p,0.0,0.0,0.0,0.0
Hsa-Mir-3145_3p,11.0,12.0,14.0,0.0
Hsa-Mir-3145_3p chr6 segs:1-33 cds:-:138435216-138435248,0.0,0.0,0.0,0.0
Hsa-Mir-3145_5p*,5.0,0.0,2.0,0.0
Hsa-Mir-3145_5p* chr6 segs:1-30 cds:-:138435256-138435285,0.0,0.0,0.0,0.0
Hsa-Mir-3146_3p chr7 segs:1-31 cds:-:19705359-19705389,0.0,0.0,0.0,0.0
Hsa-Mir-3146_5p* chr7 segs:1-30 cds:-:19705400-19705429,0.0,0.0,0.0,0.0
Hsa-Mir-3173_3p* chr14 segs:1-30 cds:-:95137916-95137945,0.0,0.0,0.0,0.0
Hsa-Mir-3173_5p,0.0,0.0,0.0,0.0
Hsa-Mir-3173_5p chr14 segs:1-31 cds:-:95137954-95137984,0.0,0.0,0.0,0.0
Hsa-Mir-3174_3p* chr15 segs:1-30 cds:+:90006810-90006839,0.0,0.0,0.0,0.0
Hsa-Mir-3174_5p,9.0,0.0,0.0,0.0
Hsa-Mir-3174_5p chr15 segs:1-31 cds:+:90006762-90006792,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P1_3p chr16 segs:1-30 cds:+:16309934-16309963,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P1_3p/P2_3p/P3_3p,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P1_5p* chr16 segs:1-30 cds:+:16309890-16309919,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P1_5p/P2_5p/P3_5p,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P2_3p chr16 segs:1-30 cds:+:14911279-14911308,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P2_5p* chr16 segs:1-30 cds:+:14911235-14911264,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P3_3p chr16 segs:1-30 cds:-:18402183-18402212,0.0,0.0,0.0,0.0
Hsa-Mir-3180-P3_5p* chr16 segs:1-30 cds:-:18402227-18402256,0.0,0.0,0.0,0.0
Hsa-Mir-3187_3p,0.0,0.0,0.0,0.0
Hsa-Mir-3187_3p chr19 segs:1-31 cds:+:813625-813655,0.0,0.0,0.0,0.0
Hsa-Mir-3187_5p* chr19 segs:1-31 cds:+:813588-813618,0.0,0.0,0.0,0.0
Hsa-Mir-3194_3p*,2.0,0.0,4.0,0.0
Hsa-Mir-3194_3p* chr20 segs:1-30 cds:-:51452906-51452935,0.0,0.0,0.0,0.0
Hsa-Mir-3194_5p,0.0,5.0,0.0,0.0
Hsa-Mir-3194_5p chr20 segs:1-30 cds:-:51452941-51452970,0.0,0.0,0.0,0.0
Hsa-Mir-31_3p* chr9 segs:1-31 cds:-:21512114-21512144,0.0,0.0,0.0,0.0
Hsa-Mir-31_5p,20.0,5.0,49.0,0.0
Hsa-Mir-31_5p chr9 segs:1-31 cds:-:21512150-21512180,0.0,0.0,0.0,0.0
Hsa-Mir-3200_3p,3.0,8.0,2.0,4.0
Hsa-Mir-3200_3p chr22 segs:1-31 cds:+:30731608-30731638,0.0,0.0,0.0,0.0
Hsa-Mir-3200_5p*,0.0,3.0,0.0,0.0
Hsa-Mir-3200_5p* chr22 segs:1-31 cds:+:30731567-30731597,0.0,0.0,0.0,0.0
Hsa-Mir-324_3p*,97.0,94.0,44.0,38.0
Hsa-Mir-324_3p* chr17 segs:1-30 cds:-:7223302-7223331,0.0,0.0,0.0,0.0
Hsa-Mir-324_5p,201.0,252.0,85.0,118.0
Hsa-Mir-324_5p chr17 segs:1-31 cds:-:7223336-7223366,0.0,0.0,0.0,0.0
Hsa-Mir-325_3p chrX segs:1-30 cds:-:77005421-77005450,0.0,0.0,0.0,0.0
Hsa-Mir-325_5p* chrX segs:1-30 cds:-:77005459-77005488,0.0,0.0,0.0,0.0
Hsa-Mir-326_3p,0.0,0.0,0.0,60.0
Hsa-Mir-326_3p chr11 segs:1-28 cds:-:75335102-75335129,0.0,0.0,0.0,0.0
Hsa-Mir-326_5p* chr11 segs:1-32 cds:-:75335138-75335169,0.0,0.0,0.0,0.0
Hsa-Mir-328_3p,155.0,131.0,80.0,90.0
Hsa-Mir-328_3p chr16 segs:1-30 cds:-:67202321-67202350,0.0,0.0,0.0,0.0
Hsa-Mir-328_5p* chr16 segs:1-30 cds:-:67202361-67202390,0.0,0.0,0.0,0.0
Hsa-Mir-32_3p*,29.0,25.0,14.0,14.0
Hsa-Mir-32_3p* chr9 segs:1-29 cds:-:109046226-109046254,0.0,0.0,0.0,0.0
Hsa-Mir-32_5p,377.0,362.0,265.0,160.0
Hsa-Mir-32_5p chr9 segs:1-30 cds:-:109046266-109046295,0.0,0.0,0.0,0.0
Hsa-Mir-33-P1_3p*,55.0,24.0,30.0,18.0
Hsa-Mir-33-P1_3p* chr22 segs:1-29 cds:+:41900987-41901015,0.0,0.0,0.0,0.0
Hsa-Mir-33-P1_5p,26.0,32.0,14.0,19.0
Hsa-Mir-33-P1_5p chr22 segs:1-29 cds:+:41900947-41900975,0.0,0.0,0.0,0.0
Hsa-Mir-33-P2_3p,23.0,36.0,17.0,17.0
Hsa-Mir-33-P2_3p chr17 segs:1-29 cds:-:17813852-17813880,0.0,0.0,0.0,0.0
Hsa-Mir-33-P2_5p*,181.0,396.0,157.0,169.0
Hsa-Mir-33-P2_5p* chr17 segs:1-29 cds:-:17813890-17813918,0.0,0.0,0.0,0.0
Hsa-Mir-330-v1_3p chr19 segs:1-32 cds:-:45639001-45639032,0.0,0.0,0.0,0.0
Hsa-Mir-330-v1_5p* chr19 segs:1-31 cds:-:45639042-45639072,0.0,0.0,0.0,0.0
Hsa-Mir-330-v2_3p chr19 segs:1-33 cds:-:45639001-45639033,0.0,0.0,0.0,0.0
Hsa-Mir-330-v2_5p* chr19 segs:1-32 cds:-:45639041-45639072,0.0,0.0,0.0,0.0
Hsa-Mir-330_3p,11.0,13.0,5.0,11.0
Hsa-Mir-330_5p*,30.0,26.0,22.0,10.0
Hsa-Mir-331_3p,706.0,503.0,217.0,201.0
Hsa-Mir-331_3p chr12 segs:1-29 cds:+:95308478-95308506,0.0,0.0,0.0,0.0
Hsa-Mir-331_5p*,13.0,19.0,8.0,16.0
Hsa-Mir-331_5p* chr12 segs:1-30 cds:+:95308443-95308472,0.0,0.0,0.0,0.0
Hsa-Mir-335_3p*,991.0,849.0,456.0,520.0
Hsa-Mir-335_3p* chr7 segs:1-30 cds:+:130496160-130496189,0.0,0.0,0.0,0.0
Hsa-Mir-335_5p,912.0,763.0,323.0,330.0
Hsa-Mir-335_5p chr7 segs:1-30 cds:+:130496124-130496153,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_3p chr14 segs:1-30 cds:-:100874507-100874536,0.0,0.0,0.0,0.0
Hsa-Mir-337-as_5p chr14 segs:1-31 cds:-:100874544-100874574,0.0,0.0,0.0,0.0
Hsa-Mir-337-v1_3p chr14 segs:1-29 cds:+:100874552-100874580,0.0,0.0,0.0,0.0
Hsa-Mir-337-v1_5p* chr14 segs:1-28 cds:+:100874513-100874540,0.0,0.0,0.0,0.0
Hsa-Mir-337-v2_3p chr14 segs:1-30 cds:+:100874551-100874580,0.0,0.0,0.0,0.0
Hsa-Mir-337-v2_5p* chr14 segs:1-29 cds:+:100874513-100874541,0.0,0.0,0.0,0.0
Hsa-Mir-337_3p,36.0,25.0,3.0,15.0
Hsa-Mir-337_5p*,7.0,13.0,7.0,4.0
Hsa-Mir-338-P1-as_3p,28.0,36.0,11.0,19.0
Hsa-Mir-338-P1-as_3p chr17 segs:1-31 cds:+:81125924-81125954,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1-as_5p,17.0,25.0,8.0,19.0
Hsa-Mir-338-P1-as_5p chr17 segs:1-33 cds:+:81125884-81125916,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1_3p,253.0,180.0,137.0,124.0
Hsa-Mir-338-P1_3p chr17 segs:1-31 cds:-:81125880-81125910,0.0,0.0,0.0,0.0
Hsa-Mir-338-P1_5p*,13.0,10.0,3.0,14.0
Hsa-Mir-338-P1_5p* chr17 segs:1-29 cds:-:81125918-81125946,0.0,0.0,0.0,0.0
Hsa-Mir-339_3p,299.0,251.0,132.0,141.0
Hsa-Mir-339_3p chr7 segs:1-31 cds:-:1022949-1022979,0.0,0.0,0.0,0.0
Hsa-Mir-339_3p.SNPA chr7 segs:1-31 cds:-:1022949-1022979,0.0,0.0,0.0,0.0
Hsa-Mir-339_3p.SNPC chr7 segs:1-31 cds:-:1022949-1022979,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p,127.0,109.0,60.0,48.0
Hsa-Mir-339_5p chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p.SNPA chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p.SNPB chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0
Hsa-Mir-339_5p.SNPC chr7 segs:1-31 cds:-:1022984-1023014,0.0,0.0,0.0,0.0
Hsa-Mir-34-P1_3p*,5.0,6.0,11.0,0.0
Hsa-Mir-34-P1_3p* chr1 segs:1-30 cds:-:9151686-9151715,0.0,0.0,0.0,0.0
Hsa-Mir-34-P1_5p,1229.0,801.0,997.0,472.0
Hsa-Mir-34-P1_5p chr1 segs:1-30 cds:-:9151729-9151758,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2a_3p* chr11 segs:1-30 cds:+:111512986-111513015,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2a_5p,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2a_5p chr11 segs:1-31 cds:+:111512949-111512979,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2b_3p* chr11 segs:1-30 cds:+:111513482-111513511,0.0,0.0,0.0,0.0
Hsa-Mir-34-P2b_5p,7.0,7.0,0.0,0.0
Hsa-Mir-34-P2b_5p chr11 segs:1-31 cds:+:111513449-111513479,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3a_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3a_3p* chr5 segs:1-30 cds:-:55170540-55170569,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3a_5p,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3a_5p chr5 segs:1-30 cds:-:55170580-55170609,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_3p* chr5 segs:1-29 cds:-:55170662-55170690,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_3p*.SNPA chr5 segs:1-29 cds:-:55170662-55170690,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_3p*.SNPB chr5 segs:1-29 cds:-:55170662-55170690,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_3p*.SNPC chr5 segs:1-29 cds:-:55170662-55170690,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_5p chr5 segs:1-34 cds:-:55170696-55170729,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_3p* chr5 segs:1-30 cds:-:55172273-55172302,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_3p*.SNPA chr5 segs:1-30 cds:-:55172273-55172302,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_3p*.SNPB chr5 segs:1-30 cds:-:55172273-55172302,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_3p*.SNPC chr5 segs:1-30 cds:-:55172273-55172302,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_5p,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_5p chr5 segs:1-33 cds:-:55172306-55172338,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_5p.SNPA chr5 segs:1-33 cds:-:55172306-55172338,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_5p.SNPB chr5 segs:1-33 cds:-:55172306-55172338,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_5p.SNPC chr5 segs:1-33 cds:-:55172306-55172338,0.0,0.0,0.0,0.0
Hsa-Mir-340_3p*,125.0,148.0,51.0,66.0
Hsa-Mir-340_3p* chr5 segs:1-31 cds:-:180015312-180015342,0.0,0.0,0.0,0.0
Hsa-Mir-340_5p,6649.0,6116.0,3473.0,2701.0
Hsa-Mir-340_5p chr5 segs:1-30 cds:-:180015355-180015384,0.0,0.0,0.0,0.0
Hsa-Mir-342_3p,833.0,704.0,747.0,459.0
Hsa-Mir-342_3p chr14 segs:1-33 cds:+:100109713-100109745,0.0,0.0,0.0,0.0
Hsa-Mir-342_5p*,45.0,28.0,32.0,14.0
Hsa-Mir-342_5p* chr14 segs:1-35 cds:+:100109671-100109705,0.0,0.0,0.0,0.0
Hsa-Mir-345_3p*,0.0,5.0,0.0,0.0
Hsa-Mir-345_3p* chr14 segs:1-30 cds:+:100307910-100307939,0.0,0.0,0.0,0.0
Hsa-Mir-345_5p,881.0,717.0,284.0,383.0
Hsa-Mir-345_5p chr14 segs:1-30 cds:+:100307874-100307903,0.0,0.0,0.0,0.0
Hsa-Mir-346_3p* chr10 segs:1-30 cds:-:86264704-86264733,0.0,0.0,0.0,0.0
Hsa-Mir-346_5p,0.0,5.0,0.0,0.0
Hsa-Mir-346_5p chr10 segs:1-31 cds:-:86264741-86264771,0.0,0.0,0.0,0.0
Hsa-Mir-361-v1_3p* chrX segs:1-32 cds:-:85903633-85903664,0.0,0.0,0.0,0.0
Hsa-Mir-361-v1_5p chrX segs:1-30 cds:-:85903675-85903704,0.0,0.0,0.0,0.0
Hsa-Mir-361-v2_3p chrX segs:1-32 cds:-:85903634-85903665,0.0,0.0,0.0,0.0
Hsa-Mir-361-v2_5p* chrX segs:1-30 cds:-:85903674-85903703,0.0,0.0,0.0,0.0
Hsa-Mir-3611_3p,6.0,6.0,6.0,4.0
Hsa-Mir-3611_3p chr10 segs:1-30 cds:-:35079602-35079631,0.0,0.0,0.0,0.0
Hsa-Mir-3611_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-3611_5p* chr10 segs:1-32 cds:-:35079639-35079670,0.0,0.0,0.0,0.0
Hsa-Mir-3613_3p*,16.0,24.0,12.0,0.0
Hsa-Mir-3613_3p* chr13 segs:1-30 cds:-:49996422-49996451,0.0,0.0,0.0,0.0
Hsa-Mir-3613_5p,163.0,214.0,123.0,81.0
Hsa-Mir-3613_5p chr13 segs:1-30 cds:-:49996459-49996488,0.0,0.0,0.0,0.0
Hsa-Mir-3617_3p* chr20 segs:1-31 cds:-:45705103-45705133,0.0,0.0,0.0,0.0
Hsa-Mir-3617_5p,0.0,0.0,0.0,0.0
Hsa-Mir-3617_5p chr20 segs:1-30 cds:-:45705144-45705173,0.0,0.0,0.0,0.0
Hsa-Mir-3617_5p.SNPA chr20 segs:1-30 cds:-:45705144-45705173,0.0,0.0,0.0,0.0
Hsa-Mir-3617_5p.SNPB chr20 segs:1-30 cds:-:45705144-45705173,0.0,0.0,0.0,0.0
Hsa-Mir-3617_5p.SNPC chr20 segs:1-30 cds:-:45705144-45705173,0.0,0.0,0.0,0.0
Hsa-Mir-3619_3p* chr22 segs:1-31 cds:+:46091088-46091118,0.0,0.0,0.0,0.0
Hsa-Mir-3619_5p chr22 segs:1-30 cds:+:46091057-46091086,0.0,0.0,0.0,0.0
Hsa-Mir-361_3p*,673.0,418.0,298.0,267.0
Hsa-Mir-361_5p*,1024.0,1007.0,792.0,716.0
Hsa-Mir-362-P1_3p*,15.0,19.0,13.0,0.0
Hsa-Mir-362-P1_3p* chrX segs:1-30 cds:+:50009003-50009032,0.0,0.0,0.0,0.0
Hsa-Mir-362-P1_5p,177.0,94.0,166.0,83.0
Hsa-Mir-362-P1_5p chrX segs:1-34 cds:+:50008966-50008999,0.0,0.0,0.0,0.0
Hsa-Mir-362-P2-v1_3p chrX segs:1-31 cds:+:50008480-50008510,0.0,0.0,0.0,0.0
Hsa-Mir-362-P2-v1_5p* chrX segs:1-33 cds:+:50008441-50008473,0.0,0.0,0.0,0.0
Hsa-Mir-362-P2-v2_3p chrX segs:1-32 cds:+:50008479-50008510,0.0,0.0,0.0,0.0
Hsa-Mir-362-P2-v2_5p* chrX segs:1-33 cds:+:50008441-50008473,0.0,0.0,0.0,0.0
Hsa-Mir-362-P2_3p/P4_3p,824.0,945.0,783.0,654.0
Hsa-Mir-362-P2_5p*/P5_5p,13.0,12.0,11.0,9.0
Hsa-Mir-362-P3_3p,118.0,281.0,109.0,152.0
Hsa-Mir-362-P3_3p chrX segs:1-31 cds:+:50009770-50009800,0.0,0.0,0.0,0.0
Hsa-Mir-362-P3_3p.SNPA chrX segs:1-31 cds:+:50009770-50009800,0.0,0.0,0.0,0.0
Hsa-Mir-362-P3_3p.SNPB chrX segs:1-31 cds:+:50009770-50009800,0.0,0.0,0.0,0.0
Hsa-Mir-362-P3_3p.SNPC chrX segs:1-31 cds:+:50009770-50009800,0.0,0.0,0.0,0.0
Hsa-Mir-362-P3_3p.SNPD chrX segs:1-31 cds:+:50009770-50009800,0.0,0.0,0.0,0.0
Hsa-Mir-362-P3_5p*,15.0,5.0,8.0,8.0
Hsa-Mir-362-P3_5p* chrX segs:1-32 cds:+:50009733-50009764,0.0,0.0,0.0,0.0
Hsa-Mir-362-P4_3p chrX segs:1-31 cds:+:50014647-50014677,0.0,0.0,0.0,0.0
Hsa-Mir-362-P4_5p*,15.0,3.0,8.0,4.0
Hsa-Mir-362-P4_5p* chrX segs:1-34 cds:+:50014610-50014643,0.0,0.0,0.0,0.0
Hsa-Mir-362-P5_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-362-P5_3p* chrX segs:1-32 cds:+:50010717-50010748,0.0,0.0,0.0,0.0
Hsa-Mir-362-P5_5p chrX segs:1-33 cds:+:50010679-50010711,0.0,0.0,0.0,0.0
